click_id,speed_probability,speed_flagged,latency_ms,click_time,batch_probability,batch_flagged,true_label
142e432c5033a9e7edf0f5075e655b0b,0.139992,0,1031.864,2017-11-06 16:07:39+00:00,0.5794829726219177,0,1
f91f12be884bce9bfbd97bf44c29f3ea,0.5844889999999999,0,1031.496,2017-11-06 16:07:39+00:00,0.8185200095176697,1,1
1205a9abe9ddb24bca6c41570c060731,0.577993,0,1034.643,2017-11-06 16:07:40+00:00,0.859673023223877,1,1
d4bd8737cdd71d82cffaa299a999a62d,0.817336,0,1037.918,2017-11-06 16:07:40+00:00,0.6890299916267395,0,1
f4945e6acc3af1edaae41eb211200e77,0.578432,0,1040.297,2017-11-06 16:07:40+00:00,0.8746640086174011,1,1
f3116428a0af3f12862a7a2eb33650ef,0.7591979999999999,0,1042.423,2017-11-06 16:07:40+00:00,0.6122949719429016,0,1
2a1537861afdfd1af85439b9725762a3,0.761146,0,1044.389,2017-11-06 16:07:40+00:00,0.599632978439331,0,1
929fed4a0eebda7eef583fd84fba3f3c,0.766154,0,1046.225,2017-11-06 16:07:41+00:00,0.6863210201263428,0,1
0e5d8593c8d0244b7527b2dee70d843d,0.702571,0,1048.043,2017-11-06 16:07:43+00:00,0.4819749891757965,0,1
6940c598489c7d90552c6e2077b8e389,0.581539,0,1050.18,2017-11-06 16:07:43+00:00,0.961234986782074,1,1
eb157117bb550c2bccbb2f09deacfe68,0.774053,0,1052.462,2017-11-06 16:07:43+00:00,0.8058279752731323,1,1
820b35ac852b3150957e879d36082cc6,0.8315119999999999,0,1054.816,2017-11-06 16:07:43+00:00,0.7545350193977356,1,1
72a5ec1f2092f9836a1afe26a9813064,0.8611909999999999,1,1057.322,2017-11-06 16:07:45+00:00,0.7288050055503845,0,1
0cf8c65057c78f0c9cef2914321f4b0a,0.8966900000000001,1,1059.759,2017-11-06 16:07:47+00:00,0.8503940105438232,1,1
fe3b4a278227cdb2f4090b5ed27343db,0.904624,1,1061.552,2017-11-06 16:07:47+00:00,0.8036890029907227,1,1
02a08aadef2cb715156d9197ec8c4462,0.888913,1,1063.456,2017-11-06 16:07:48+00:00,0.8809499740600586,1,1
7f8002f18293dd39c4b98219ad3c82a8,0.795217,0,1065.255,2017-11-06 16:07:48+00:00,0.9818490147590636,1,1
4d5726f05f88dbc0fb41fcada47cd34e,0.900929,1,1067.673,2017-11-06 16:07:48+00:00,0.8698220252990723,1,1
95752d764b4688017825bfd6cf7dc617,0.900929,1,1069.503,2017-11-06 16:07:49+00:00,0.8016589879989624,1,1
f206be4ca909f4554172f878707ce91f,0.90305,1,1071.344,2017-11-06 16:07:49+00:00,0.94861102104187,1,1
14dcdca183ebcfeae8f64b08edfa9365,0.848958,0,1073.062,2017-11-06 16:07:49+00:00,0.987962007522583,1,1
e0c6899357b45d61a10f683ee57c583e,0.897852,1,1074.793,2017-11-06 16:07:49+00:00,0.928505003452301,1,1
03d84d2fc0134d9619eb3132a93ab4d2,0.907978,1,1076.587,2017-11-06 16:07:50+00:00,0.8937699794769287,1,1
12eafd781800b801bfc8e4b9b94e9831,0.868555,1,1078.336,2017-11-06 16:07:51+00:00,0.9853050112724304,1,1
78a1a945d7cbe25410b7472a9b74c65b,0.874204,1,1080.625,2017-11-06 16:07:51+00:00,0.90249502658844,1,1
9e8b9e382b0e3bfb4f4e847eae65c6c3,0.8738809999999999,1,1084.556,2017-11-06 16:07:51+00:00,0.7341790199279785,0,1
06870016d04ea26aa24885ea2936df72,0.8709,1,1086.333,2017-11-06 16:07:51+00:00,0.7979519963264465,1,1
98fff871eb5dc22e5098b46c8e2853db,0.8512689999999999,0,1088.422,2017-11-06 16:07:51+00:00,0.8009390234947205,1,1
d802271a4dc0cc0d86bf68c887f5951c,0.862973,1,1090.242,2017-11-06 16:07:52+00:00,0.8221179842948914,1,1
5162c997d46deb292865cf3f31e2df1f,0.842355,0,1092.039,2017-11-06 16:07:55+00:00,0.804777979850769,1,1
b967cd78c85f31ea549b4be0ac1b143d,0.876231,1,1093.819,2017-11-06 16:07:55+00:00,0.8536120057106018,1,1
9846148ddb4dab9bed68ffddba7db6ae,0.8697189999999999,1,1095.562,2017-11-06 16:07:56+00:00,0.9459459781646729,1,1
ace141a4ffb5503a6f5ec570e0d8dbff,0.920534,1,1097.357,2017-11-06 16:07:56+00:00,0.933463990688324,1,1
f33c366344ef7489bcf535f1e55c9f52,0.921341,1,1099.187,2017-11-06 16:07:56+00:00,0.7316089868545532,0,1
aa462699732cf2302117826ceaf605a4,0.921341,1,1101.055,2017-11-06 16:07:56+00:00,0.9302520155906676,1,1
7ab975d55e3f18e8807b2544aec787ec,0.921341,1,1102.88,2017-11-06 16:07:57+00:00,0.9238680005073548,1,1
2f8d19383aaac03cf04a63542d0f0d56,0.928377,1,1104.713,2017-11-06 16:07:58+00:00,0.95831698179245,1,1
b878b4f5b6ef1061376bd40c3b490c11,0.93576,1,1106.608,2017-11-06 16:07:59+00:00,0.956633985042572,1,1
e7567dd9db582b420102ffc0abf168c3,0.93576,1,1108.517,2017-11-06 16:08:00+00:00,0.9589830040931702,1,1
7f0df13c8109ff212d7b3e658e991942,0.93576,1,1110.377,2017-11-06 16:08:01+00:00,0.956633985042572,1,1
3db9443bacdfe80bad7ce1613286bd37,0.935578,1,1112.174,2017-11-06 16:08:01+00:00,0.9589830040931702,1,1
77589f4dec04e30e3e043f1f13f64c86,0.935568,1,1113.964,2017-11-06 16:08:01+00:00,0.9149349927902222,1,1
7788d3b890237c3d3d57a7d73b6a85db,0.935578,1,1115.899,2017-11-06 16:08:02+00:00,0.9583460092544556,1,1
a6d333c53ac7fa1995b01230c237a7dc,0.935578,1,1118.137,2017-11-06 16:08:02+00:00,0.9610959887504578,1,1
8e58c19ab18f728fed0fb41f5029ea26,0.935578,1,1120.251,2017-11-06 16:08:03+00:00,0.959086000919342,1,1
a23bf87460b50ac3d89e70105153740e,0.935578,1,1122.171,2017-11-06 16:08:03+00:00,0.957403004169464,1,1
796a9e94e52e5fc0dc8cdaccc847b4a1,0.933214,1,1124.076,2017-11-06 16:08:05+00:00,0.9380000233650208,1,1
37c4f850796cb1fa1ce93a61a7dda35e,0.931708,1,1125.886,2017-11-06 16:08:05+00:00,0.804161012172699,1,1
e7886838e1ebddb27bbd81bec773cb39,0.931708,1,1127.765,2017-11-06 16:08:06+00:00,0.8025090098381042,1,1
7a07c51f5b1709de61e305adc91fe54c,0.931708,1,1129.609,2017-11-06 16:08:06+00:00,0.8025090098381042,1,1
9f884d10d70f503ef0a16104bb4661ce,0.931188,1,1131.736,2017-11-06 16:08:07+00:00,0.9231770038604736,1,1
b8d6805ca42723ae212272366a4e8f05,0.931188,1,1133.615,2017-11-06 16:08:07+00:00,0.8306159973144531,1,1
7e60d2e7a8741c712b9bb9cf92da7cfc,0.925023,1,1135.716,2017-11-06 16:08:08+00:00,0.9294779896736144,1,1
65788ff5386a2593f54997cb5801be1a,0.895879,1,1137.661,2017-11-06 16:08:09+00:00,0.7689319849014282,1,1
1b11f04ef5aadf8bba586c85ac544898,0.89763,1,1139.595,2017-11-06 16:08:10+00:00,0.8800380229949951,1,1
6be787d138482390f9e061ad2f29ca61,0.897612,1,1141.661,2017-11-06 16:08:10+00:00,0.9103919863700868,1,1
02160e87e4721e7a963a3a67b053a162,0.897612,1,1143.535,2017-11-06 16:08:14+00:00,0.8658689856529236,1,1
c63e0e37ed87f3b70e19006d732b80c0,0.897612,1,1145.464,2017-11-06 16:08:16+00:00,0.8967339992523193,1,1
2c060cb03d210aadd7c9dcee832269c4,0.897612,1,1147.372,2017-11-06 16:08:16+00:00,0.8983039855957031,1,1
3039e45e5a566a4d466aa167fcf07418,0.897612,1,1149.625,2017-11-06 16:08:16+00:00,0.8911030292510986,1,1
21e43766c91685b1de82e4dd808bc277,0.897612,1,1151.569,2017-11-06 16:08:16+00:00,0.8324679732322693,1,1
7544b30ce27c7d4b16e0eff852fcce9b,0.905607,1,1153.74,2017-11-06 16:08:18+00:00,0.882964015007019,1,1
fb07ac0fd38bbde29ee25cbbd4e74dbc,0.916733,1,1156.533,2017-11-06 16:08:18+00:00,0.9241380095481871,1,1
65aa2036388c4fc4ac1884c58eb148e8,0.916733,1,1158.435,2017-11-06 16:08:18+00:00,0.929045021533966,1,1
1d1cb10c41e7bcf9b324a41e65f57b7b,0.934646,1,1160.538,2017-11-06 16:08:19+00:00,0.9218209981918336,1,1
a63de106324dfe9ec068c69af27211c6,0.934646,1,1162.643,2017-11-06 16:08:19+00:00,0.9527660012245178,1,1
869b333f84a042f4e3b0f399944c2721,0.941279,1,1164.423,2017-11-06 16:08:19+00:00,0.9580950140953064,1,1
9da14c472805643726c4fa9a44d9c1e1,0.943141,1,1166.184,2017-11-06 16:08:22+00:00,0.952996015548706,1,1
6f6939a0e295996213933ac27bc53e29,0.954644,1,1170.182,2017-11-06 16:08:22+00:00,0.9618890285491944,1,1
f311e046a799c5d29d4c9a11b80e4403,0.961074,1,1172.069,2017-11-06 16:08:22+00:00,0.963791012763977,1,1
5a0f24dde54e1e72c47727a8d5fdda68,0.963027,1,1173.98,2017-11-06 16:08:22+00:00,0.9678099751472472,1,1
3ecf791201bfb4e12e0e69a9895513c7,0.961655,1,1175.863,2017-11-06 16:08:22+00:00,0.9563239812850952,1,1
